No. Time        Source          Destination     Proto   Len Info
1	0.000000	192.168.0.91	192.168.0.55	HTTP	426	GET / HTTP/1.1
2	0.001848	192.168.0.55	192.168.0.91	HTTP	512	Continuation
3	8.344911	192.168.0.91	192.168.0.55	HTTP	515	GET / HTTP/1.1 , NTLMSSP_NEGOTIATE
4	8.347925	192.168.0.55	192.168.0.91	HTTP	683	[TCP Previous segment not captured] Continuation
5	8.392478	192.168.0.91	192.168.0.55	HTTP	718	[TCP ACKed unseen segment] GET / HTTP/1.1 , NTLMSSP_AUTH, User: example\administrator
6	11.450676	192.168.0.55	192.168.0.91	HTTP	461	HTTP/1.1 302 Object Moved  (text/html)
7	11.521527	192.168.0.91	192.168.0.55	HTTP	412	GET /default.aspx HTTP/1.1 
8	11.524736	192.168.0.55	192.168.0.91	HTTP	512	Continuation
9	11.527187	192.168.0.91	192.168.0.55	HTTP	490	GET /default.aspx HTTP/1.1 , NTLMSSP_NEGOTIATE
10	11.545775	192.168.0.55	192.168.0.91	HTTP	683	[TCP Previous segment not captured] Continuation
11	11.548095	192.168.0.91	192.168.0.55	HTTP	682	[TCP ACKed unseen segment] GET /default.aspx HTTP/1.1 , NTLMSSP_AUTH, User: example\administrator
12	26.572668	192.168.0.55	192.168.0.91	HTTP	1052	[TCP Previous segment not captured] Continuation
13	29.515615	192.168.0.91	192.168.0.55	HTTP	501	GET /_layouts/1033/styles/core.css?rev=5msmprmeONfN6lJ3wtbAlA%3D%3D HTTP/1.1 
14	29.515844	192.168.0.91	192.168.0.55	HTTP	480	[TCP ACKed unseen segment] GET /_layouts/1033/init.js?rev=qX%2BG3yl4pldKy9KbPLXf9w%3D%3D HTTP/1.1 
15	29.538852	192.168.0.55	192.168.0.91	HTTP	512	[TCP Previous segment not captured] Continuation
16	29.549229	192.168.0.91	192.168.0.55	HTTP	482	GET /_layouts/1033/non_ie.js?rev=yfNry4hY0Gwa%2FPDNGrqXVg%3D%3D HTTP/1.1 
17	29.551098	192.168.0.55	192.168.0.91	HTTP	512	Continuation
18	29.551632	192.168.0.91	192.168.0.55	HTTP	478	GET /_layouts/1033/core.js?rev=CNBZRdV1h3pKuA7LsMXf3w%3D%3D HTTP/1.1 
19	29.552724	192.168.0.55	192.168.0.91	HTTP	512	Continuation
20	29.554368	192.168.0.91	192.168.0.55	HTTP	479	[TCP ACKed unseen segment] GET /_layouts/images/blank.gif HTTP/1.1 
21	29.556319	192.168.0.91	192.168.0.55	HTTP	579	GET /_layouts/1033/styles/core.css?rev=5msmprmeONfN6lJ3wtbAlA%3D%3D HTTP/1.1 , NTLMSSP_NEGOTIATE
22	29.556950	192.168.0.91	192.168.0.55	HTTP	482	GET /_layouts/images/menudark.gif HTTP/1.1 
23	29.560291	192.168.0.91	192.168.0.55	HTTP	555	GET /WebResource.axd?d=nHRsVvr5Ol4YJlsCI9fFN9MELdMRnXh322E9CPcYWXiEC0ZhIo2Bt2cGtP2AFqf1CkDBObeQGIeSDAt5WKcEciBvWg81&t=634431379633046250 HTTP/1.1 
24	29.560657	192.168.0.91	192.168.0.55	HTTP	555	GET /WebResource.axd?d=N-9F4RhqIoO1-WSucE7sOBPZqz9lnKVqhR_qaNuXC5GlkC2u048GwFhyGK7P3V-Tsr5qJ6ASnSfE6yTxvEJehlAT8Cc1&t=634431379633046250 HTTP/1.1 
25	29.573707	192.168.0.55	192.168.0.91	HTTP	683	[TCP Previous segment not captured] Continuation
26	29.637736	192.168.0.91	192.168.0.55	HTTP	771	[TCP ACKed unseen segment] GET /_layouts/1033/styles/core.css?rev=5msmprmeONfN6lJ3wtbAlA%3D%3D HTTP/1.1 , NTLMSSP_AUTH, User: example\administrator
27	29.646831	192.168.0.55	192.168.0.91	HTTP	512	Continuation
28	29.647930	192.168.0.91	192.168.0.55	HTTP	560	GET /_layouts/1033/non_ie.js?rev=yfNry4hY0Gwa%2FPDNGrqXVg%3D%3D HTTP/1.1 , NTLMSSP_NEGOTIATE
29	29.649316	192.168.0.55	192.168.0.91	HTTP	512	Continuation
